0	0	810.0278326	822.6459811	809.8689093	797.3625128	746.7748265	751.0436655	729.0701614	774.1276034	655.8854211	653.2392835	654.6413686	655.8028775	734.0852927	827.42345	565.8730482	620.7254805	730.5802543	792.9768538
0	0	785.5479612	791.1378721	786.6174662	782.4578122	860.3644132	794.3538046	727.5953083	799.8566879	648.5539783	646.3376113	647.3707851	646.1649661	728.5350771	822.6162617	590.9422784	624.977617	742.5695688	803.6883715
0	0	765.62139	770.3938267	763.7506448	759.560572	774.2600788	751.8455344	709.6595586	779.0657729	627.6909572	621.8950208	624.5709354	624.4560449	707.2766979	804.6277244	568.2934599	594.6243857	693.8407035	766.6989245
0	0	732.9833679	725.4412733	733.2931019	737.7393379	818.0097907	743.334078	700.4103904	719.7220234	607.6859483	595.4071701	603.3150859	601.1319749	676.0117867	785.1800341	577.4573083	598.0940484	682.8776443	744.244372
0	0	764.0288536	763.0802548	763.7117934	765.4061379	866.8890203	791.2429793	725.3362731	782.0628882	627.9627331	625.67283	626.7493144	624.1656794	698.7534364	800.7187794	543.5651492	601.5730826	693.0841525	756.1495228
0	0	778.3639932	782.4653085	779.4125813	773.6930727	265.0669725	595.8406667	743.2400839	781.5788985	652.3360995	647.0129177	649.599535	650.981727	730.3525783	833.013213	564.2488657	634.2052707	728.3642883	785.2515988
0	0	765.126531	766.5076688	765.8513222	767.079209	631.2112116	699.8049397	722.0706946	748.0719367	623.7381898	621.5333749	623.4101736	622.8636946	701.6977166	802.3057626	582.3340779	600.2725715	709.1550188	775.7997453
0	0	807.5489135	816.4558762	807.7702289	799.4631323	773.1063897	776.6964981	751.4814449	808.1859903	664.3226983	660.4075828	661.5687951	660.5108206	745.7074858	833.6507948	615.9884692	642.0582947	735.1454351	812.3036501
0	0	808.7716319	831.0454971	811.3733565	791.0201894	615.4501709	701.8473538	736.6351272	753.0438601	661.5049053	658.1663557	660.0630613	659.9248633	733.2287491	842.2426689	597.2097023	637.8271236	744.7921683	808.5759194
0	0	863.9759201	884.7091524	864.454099	841.9916166	938.593647	859.2329483	779.1009201	864.1546395	704.8105332	702.7340044	703.3273872	703.7860383	790.1099201	881.6155056	633.7696286	690.4839738	776.9195301	863.716238
0	0	800.5708728	812.2040912	799.3003113	787.8866381	610.4350433	711.4737899	716.8967047	804.5232647	659.3699252	646.7391031	652.2714083	650.660264	741.0332274	830.5819881	579.2751581	638.4335635	712.4464301	788.5529889
0	0	798.3704621	806.3428862	797.9309312	789.8536726	654.6057505	729.8375026	731.1133565	802.0744196	654.3403201	652.8736478	654.53924	653.1942513	728.4922882	834.4423529	578.2883211	633.5376911	730.7822426	796.0558881
0	0	796.8155053	806.7141288	795.619265	785.991071	761.5078831	769.3807589	742.3513075	798.416405	643.8310001	646.2691859	645.94347	647.4060989	722.2435049	824.4402293	590.7301572	632.1462126	743.0910598	801.8406231
0	0	777.205862	777.8342855	776.1951067	776.2064828	777.1113397	747.2235191	705.3597124	758.2648442	634.9996102	632.9033061	633.7903349	633.2142241	705.0329428	810.6014259	594.7086948	631.8849295	706.4205051	768.5422772
0	0	807.5817026	820.5977237	807.7269405	797.0605001	702.270154	754.8007433	751.6365756	809.4473023	661.4098114	657.5321575	657.3112278	659.484663	744.1092716	840.8023458	594.972573	627.4068266	746.0968114	809.2174168
0	0	813.9746008	825.3589136	812.9525962	798.9676367	681.509297	745.2457345	742.9597912	812.824409	663.5694133	659.3832676	659.9478994	660.8271323	745.1341947	844.2927557	607.171515	664.4144348	738.5534275	810.2286087
0	0	813.6807304	819.3788036	814.8477959	811.8642177	629.4241018	724.0023698	726.6465681	813.7861724	672.2445384	675.95485	675.265869	673.2637853	743.0686262	847.7388546	590.156694	632.4468592	743.7631603	810.3738164
0	0	802.9615966	814.2971089	802.2497359	792.2729952	491.0363222	685.7850591	742.4178572	825.2345442	658.5384925	656.4977722	658.0656469	659.220061	737.9816849	836.1938886	584.5201201	663.0903189	733.5811023	808.4013333
0	0	796.801239	805.3960285	799.4723026	792.7210026	437.7710095	659.1946431	728.5194661	815.3685706	649.3785813	654.9828387	651.8217861	651.697728	737.3833645	841.8623733	602.5121554	628.6276172	751.1132501	813.5130519
0	0	804.4948711	813.7363533	806.3425937	796.3405459	443.5554207	648.8265686	718.5732823	783.1001527	663.8963686	657.668071	658.4677847	659.1371837	742.4277365	840.7779629	579.4999738	643.1996475	744.2688822	817.3038877
0	0	828.7033058	839.4390657	829.4751363	817.1787469	743.6674923	775.8780533	754.4269666	832.1893054	681.8372805	677.7123473	680.6658143	679.7468971	757.3445735	850.9128492	604.6749281	661.5123815	743.2079312	817.8457609
0	0	773.7326949	774.3506775	773.3210365	773.3396944	832.4788806	786.3822839	722.0015603	799.9556168	645.6055506	633.4932979	639.5967305	642.0213047	725.5028862	825.4506795	573.2155189	622.6509615	734.0455643	797.6989546
0	0	826.5398944	840.3853084	826.2023201	813.7121501	778.602375	792.0079702	748.1095946	852.5138835	669.7894856	664.6675399	664.2237931	665.9700821	748.725989	845.8457166	585.5547469	643.8658425	739.4900386	803.5855038
0	0	741.3349076	720.9429068	741.0747118	761.9307286	573.7464885	684.6372712	692.1315232	789.3956525	628.8780619	622.8250005	624.8367847	625.7959473	693.2580186	809.1088277	567.5199149	608.788539	697.4081513	747.6064123
0	0	825.7403302	844.9240865	825.687399	806.3864899	1108.62192	879.6855114	733.2004302	800.5242842	667.2934179	662.677345	665.2880743	664.8749453	751.921419	846.2188379	611.5265255	658.7935378	762.604299	832.3765337
0	0	774.5682307	774.6306355	775.6701653	778.5470594	759.4207877	745.9167888	721.9930365	758.9753403	644.9204922	645.3548595	643.5837511	645.5833612	715.9544654	819.2955336	588.53436	604.4257579	721.7492196	786.3406392
0	0	828.5561041	840.1101902	826.5886967	816.2629207	903.9705111	810.9073295	741.4523694	783.7307689	679.3666798	676.123364	677.8506631	678.0546691	755.0014526	848.7388416	583.9572727	681.6074408	761.4280989	818.6078367
0	0	792.1454623	796.1038508	792.4843425	788.1387347	709.9396398	754.832065	749.4180549	810.9603184	661.789824	657.829863	660.0741511	659.985598	741.352184	847.0204538	565.6772059	643.2641376	753.8792917	812.6284718
0	0	777.8725319	781.0269248	777.7148149	775.5267038	684.6979789	729.0404744	722.182886	775.9389982	645.5231398	635.4350681	638.1304006	639.5957587	732.828619	826.5311659	611.6693877	620.6970503	726.123606	786.0675106
0	0	819.5205556	834.2102205	819.2367904	804.1677777	847.8326194	784.4373525	735.3732931	771.1368995	675.2952705	670.6413796	674.0890798	673.405083	746.3990292	857.0030864	603.0283186	634.7467554	755.7817792	816.4728029
